SEQUENCIA,NU_INSCRICAO,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_ESTADO_CIVIL,TP_COR_RACA,IN_TREINEIRO,TP_SEXO,TP_NACIONALIDADE,TP_ESCOLA,TP_ENSINO,TP_LINGUA,CO_ESCOLA,NO_MUNICIPIO_ESC,SG_UF_ESC,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,NU_NOTA_ENEM,Q024,Q025
13252,190005609520,Pariconha,17,1,3,0,M,1,2,1,0,27002950,Pariconha,AL,Água Branca,AL,402,"504,1",470,"383,9",640,480,A,A
13253,190005609521,Maceió,18,1,1,0,F,1,2,1,0,27036987,Maceió,AL,Maceió,AL,"389,8","448,2","510,4",515,440,"460,68",B,B
13254,190005609523,Feira Grande,19,1,3,0,M,2,2,1,1,27018350,Feira Grande,AL,Arapiraca,AL,"353,9","418,8","472,7","429,2",460,"426,92",A,A
13255,190005609530,Maceió,17,1,3,0,F,1,3,1,0,27226620,Maceió,AL,Maceió,AL,"392,2","396,6","551,8","546,1",540,"485,34",B,B
13256,190005609534,Viçosa,17,1,3,0,M,1,2,1,1,27025080,Viçosa,AL,Viçosa,AL,"385,7",397,"441,9","366,2",0,"318,16",A,B
13257,190005609541,Maceió,18,1,1,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"581,2","597,9","557,8","616,1",680,"606,6",C,B
13258,190005609553,Pariconha,18,1,2,0,M,1,2,1,0,27002950,Pariconha,AL,Delmiro Gouveia,AL,"460,2",565,"529,8","591,9",580,"545,38",A,A
13259,190005609566,Arapiraca,20,1,2,0,M,1,2,1,1,27016471,Arapiraca,AL,Arapiraca,AL,"551,6","448,2","441,5","379,6",420,"448,18",A,A
13260,190005609568,Quebrangulo,19,1,3,0,F,1,2,1,1,27014959,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"359,4","343,4","466,6","408,7",280,"371,62",B,B
13261,190005609579,Jacuípe,17,1,3,0,M,1,2,1,1,27028380,Jacuípe,AL,Porto Calvo,AL,"433,5","357,7","468,7","402,4",0,"332,46",A,B
13262,190005609607,Maravilha,17,1,3,0,F,1,2,1,0,27005224,Maravilha,AL,Santana do Ipanema,AL,"428,9",406,"487,1",460,380,"432,4",A,A
13263,190005609629,Palmeira dos Índios,42,1,3,0,F,1,2,1,1,27014029,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"380,1","386,2","379,9","453,7",480,"415,98",A,B
13264,190005609676,Maceió,18,1,3,0,F,1,2,1,1,27036782,Maceió,AL,Maceió,AL,"346,8","415,8","511,3","375,1",340,"397,8",C,B
13265,190005609692,Arapiraca,18,1,3,0,F,1,2,1,1,27016510,Arapiraca,AL,Arapiraca,AL,"479,9","439,7","473,5","420,5",460,"454,72",A,A
13266,190005609789,União dos Palmares,17,1,3,0,F,1,2,1,1,27024016,União dos Palmares,AL,União dos Palmares,AL,"460,2","406,6","498,8","429,6",540,"467,04",A,A
13267,190005609818,Marechal Deodoro,18,1,2,0,F,1,2,1,1,27039412,Marechal Deodoro,AL,Marechal Deodoro,AL,"395,5","375,4","433,8","373,9",560,"427,72",A,B
13268,190005609827,Arapiraca,18,1,3,0,F,1,2,1,1,27226158,Arapiraca,AL,Arapiraca,AL,"394,2","544,5","538,2","515,6",520,"502,5",A,B
13269,190005609851,Ibateguara,18,1,3,0,M,1,2,1,0,27047733,Murici,AL,União dos Palmares,AL,"470,2","532,1",545,"618,3",540,"541,12",B,B
13270,190005609859,Arapiraca,18,1,1,0,M,1,2,1,0,27016510,Arapiraca,AL,Arapiraca,AL,"444,3","577,9","585,1","542,5",620,"553,96",C,B
13271,190005609869,Maceió,18,1,3,0,M,1,2,1,1,27035948,Maceió,AL,Maceió,AL,"327,9","447,6","442,9","515,4",280,"402,76",B,B
13272,190005609913,Messias,18,1,3,0,F,1,2,1,0,27030105,Messias,AL,Rio Largo,AL,"405,8","426,2",532,525,580,"493,8",A,A
13273,190005609930,Penedo,17,1,2,0,F,1,2,1,0,27047830,Penedo,AL,Penedo,AL,"474,6","516,7","544,4","537,9",640,"542,72",B,B
13274,190005609945,Delmiro Gouveia,19,1,3,0,M,1,2,1,1,27003469,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"342,2","457,1","450,4","417,2",280,"389,38",A,B
13275,190005609947,Jundiá,17,1,2,0,M,1,2,1,0,27029336,Jundiá,AL,Porto Calvo,AL,"483,5","399,3","464,4","465,6",500,"462,56",A,A
13276,190005609965,Marechal Deodoro,17,1,3,0,M,1,2,1,0,27219640,Marechal Deodoro,AL,Marechal Deodoro,AL,"510,5","527,4","537,3","567,8",560,"540,6",C,B
13277,190005609966,Maceió,20,1,3,0,M,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"549,9","539,9","542,6","578,7",640,"570,22",B,B
13278,190005609974,Maceió,18,1,3,0,F,1,2,1,1,27039560,Paripueira,AL,Maceió,AL,"377,7","437,4","426,9","484,3",480,"441,26",A,B
13279,190005609984,Maceió,17,1,0,0,F,1,2,1,0,27036782,Maceió,AL,Maceió,AL,412,"400,9","501,9","484,3",0,"359,82",A,A
13280,190005611588,Feira Grande,18,1,1,0,F,1,2,1,0,27018350,Feira Grande,AL,Arapiraca,AL,"486,1","571,6","577,7","413,3",680,"545,74",A,A
13281,190005611627,Teotônio Vilela,17,1,3,0,M,1,2,1,1,27044211,Teotônio Vilela,AL,Teotônio Vilela,AL,"445,9","433,2","495,3","559,2",640,"514,72",B,B
13282,190005611665,Arapiraca,18,1,3,0,F,1,2,1,1,27016510,Arapiraca,AL,Arapiraca,AL,"403,1","356,6","422,3",400,360,"388,4",A,B
13283,190005611670,Maceió,18,1,3,0,F,1,2,1,1,27036677,Maceió,AL,Maceió,AL,388,"445,1","425,3","368,4",440,"413,36",A,B
13284,190005611683,São Sebastião,18,1,3,0,F,1,2,1,0,27020320,São Sebastião,AL,Arapiraca,AL,"427,4","456,5","387,9","524,8",440,"447,32",A,A
13285,190005611693,Santana do Ipanema,23,2,3,0,F,1,2,1,1,27007960,Santana do Ipanema,AL,Santana do Ipanema,AL,339,"411,3","463,3","463,4",0,"335,4",A,A
13286,190005611702,Girau do Ponciano,17,1,3,0,F,1,2,1,1,27226530,Girau do Ponciano,AL,Girau do Ponciano,AL,"434,7","438,2","463,9","471,1",640,"489,58",A,A
13287,190005611708,Santana do Ipanema,18,1,3,0,F,1,2,1,1,27007090,Santana do Ipanema,AL,Santana do Ipanema,AL,476,"370,9","404,7","473,1",0,"344,94",A,B
13288,190005611755,Campo Alegre,18,1,3,0,M,1,3,1,1,27042138,Campo Alegre,AL,Campo Alegre,AL,"444,7","435,5","382,9","421,1",600,"456,84",B,B
13289,190005611787,Girau do Ponciano,18,1,1,0,F,2,2,1,0,27018962,Girau do Ponciano,AL,Girau do Ponciano,AL,"460,2",432,430,"408,3",560,"458,1",A,B
13290,190005611802,Lagoa da Canoa,17,1,1,0,F,1,2,1,0,27019608,Lagoa da Canoa,AL,Girau do Ponciano,AL,"369,5","452,6","514,5","407,1",740,"496,74",A,B
13291,190005611820,Coruripe,19,1,2,0,M,1,2,1,0,27050572,Coruripe,AL,Coruripe,AL,"473,6","488,9","500,8","636,4",560,"531,94",A,A
13292,190005611824,Maceió,17,1,3,0,M,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"498,3","541,8","558,6","721,8",500,"564,1",D,B
13293,190005611827,Maceió,17,1,3,0,M,1,3,1,1,27046362,Maceió,AL,Maceió,AL,"547,6",508,"545,7","616,5",760,"595,56",B,B
13294,190005611830,São José da Tapera,22,3,1,0,F,1,2,1,1,27047580,Santana do Ipanema,AL,São José da Tapera,AL,"405,4","412,5","519,2","451,1",620,"481,64",A,B
13295,190005611839,Pão de Açúcar,17,1,3,0,M,1,2,1,1,27005984,Pão de Açúcar,AL,Olho d'Água das Flores,AL,"421,7","412,6","444,7","387,1",540,"441,22",A,A
13296,190005611862,Delmiro Gouveia,16,1,3,0,M,1,3,1,1,27051803,Delmiro Gouveia,AL,Delmiro Gouveia,AL,464,"468,2","476,3","541,6",520,"494,02",A,B
13297,190005611863,Santana do Ipanema,17,1,3,0,F,1,2,1,1,27007090,Santana do Ipanema,AL,Santana do Ipanema,AL,"405,3","429,6","492,9","432,8",320,"416,12",B,B
13298,190005611864,Maceió,18,1,3,0,F,1,2,1,0,27035786,Maceió,AL,Maceió,AL,"508,4","576,8","597,9","583,8",700,"593,38",A,A
13299,190005611903,Maceió,19,1,3,0,F,1,2,1,1,27036499,Maceió,AL,Maceió,AL,"351,2","359,5","362,1","517,8",420,"402,12",A,B
13300,190005611928,Maceió,20,1,3,0,M,1,2,1,1,27036650,Maceió,AL,Maceió,AL,"369,2","405,6","463,5","482,5",580,"460,16",A,B
13301,190005611965,Penedo,18,1,3,0,M,1,2,1,1,27045552,Penedo,AL,Penedo,AL,"418,1","357,4","528,8","432,5",440,"435,36",A,B
13302,190005611981,Porto Calvo,18,1,2,0,M,1,2,1,0,27031365,Porto Calvo,AL,Porto Calvo,AL,"445,8","506,2","450,7","424,6",520,"469,46",A,A
13303,190005611993,Porto Calvo,45,1,3,0,M,1,2,1,1,27031365,Porto Calvo,AL,Porto Calvo,AL,"460,7","486,2","458,6","519,6",560,"497,02",A,B
13304,190005612008,Palestina,16,1,3,0,F,1,2,1,1,27005852,Palestina,AL,Olho d'Água das Flores,AL,"446,2","465,6","389,6","475,2",0,"355,32",A,B
13305,190005612049,Delmiro Gouveia,17,1,3,0,M,1,2,1,1,27003221,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"375,3","481,5","468,2","387,4",580,"458,48",B,B
13306,190005612088,Maceió,18,1,2,0,M,1,2,1,1,27225968,Maceió,AL,Maceió,AL,"449,6","486,9","513,1","429,4",580,"491,8",A,B
13307,190005612125,Girau do Ponciano,18,1,3,0,M,1,2,1,1,27220087,Girau do Ponciano,AL,Girau do Ponciano,AL,"377,5","443,4","424,3","542,3",560,"469,5",B,B
13308,190005612126,Santana do Ipanema,18,1,1,0,F,1,3,1,1,27214427,Santana do Ipanema,AL,Santana do Ipanema,AL,"414,1","435,2","480,8",392,560,"456,42",B,B
13309,190005612128,Joaquim Gomes,18,1,4,0,F,1,2,1,1,27029123,Joaquim Gomes,AL,Maceió,AL,"344,2","366,1","374,1","396,1",400,"376,1",A,A
13310,190005612131,Maceió,18,1,1,0,F,1,2,1,1,27038564,Maceió,AL,Maceió,AL,"435,1","494,1","496,1","424,2",500,"469,9",A,B
13311,190005612140,Maceió,17,1,2,0,M,2,3,1,1,27226620,Maceió,AL,Maceió,AL,"347,7",367,"443,4","464,1",540,"432,44",B,B
13312,190005612141,Penedo,18,1,3,0,F,1,2,1,0,27045234,Penedo,AL,Penedo,AL,"366,4","464,1","494,3",476,460,"452,16",A,B
13313,190005612142,Inhapi,17,1,3,0,F,1,2,1,0,27001407,Inhapi,AL,Delmiro Gouveia,AL,"430,4","452,6","496,1",409,460,"449,62",A,B
13314,190005612146,Olho d'Água das Flores,18,1,3,0,M,1,2,1,1,27011100,Olho d'Água das Flores,AL,Olho d'Água das Flores,AL,"399,5","388,1","503,6","468,2",480,"447,88",A,A
13315,190005612153,Flexeiras,19,1,3,0,M,1,3,1,1,27030105,Messias,AL,Maceió,AL,"412,2","435,3","448,1","455,7",280,"406,26",A,B
13316,190005612175,Porto Calvo,18,1,3,0,F,1,2,1,1,27031365,Porto Calvo,AL,Porto Calvo,AL,"360,4","457,3","491,6","458,3",440,"441,52",A,B
13317,190005612193,Penedo,18,1,4,0,M,1,2,1,1,27047830,Penedo,AL,Penedo,AL,"515,1","543,2","514,7","712,2",480,"553,04",A,A
13318,190005612210,Paulo Jacinto,17,1,1,0,F,2,2,1,1,27050580,Viçosa,AL,Viçosa,AL,"531,9","526,2","542,4","489,6",740,"566,02",B,B
13319,190005612341,Piranhas,19,1,3,0,M,1,2,1,1,27004376,Piranhas,AL,Canindé de São Francisco,SE,"418,8","517,6","521,3","457,5",580,"499,04",A,B
13320,190005613149,Colônia Leopoldina,19,1,3,0,M,1,2,1,1,27027597,Colônia Leopoldina,AL,Palmares,PE,"448,2","462,5","467,4","476,6",520,"474,94",A,A
13321,190005613936,Rio Largo,20,1,3,0,M,1,2,1,1,27226174,Rio Largo,AL,Rio Largo,AL,365,"464,4","441,8","414,5",580,"453,14",A,A
13322,190005613942,Maceió,17,1,1,0,M,1,2,1,0,27036677,Maceió,AL,Maceió,AL,"388,4",482,"566,9","592,6",740,"553,98",B,B
13323,190005613945,Junqueiro,19,1,3,0,M,1,2,1,0,27043436,Junqueiro,AL,Teotônio Vilela,AL,"457,6","502,3","500,6","525,8",480,"493,26",A,A
13324,190005613968,Maceió,18,1,3,0,M,1,2,1,1,27036499,Maceió,AL,Maceió,AL,"382,1","416,3","406,3","405,7",400,"402,08",B,B
13325,190005614004,Viçosa,17,1,3,0,M,1,2,1,1,27025080,Viçosa,AL,Viçosa,AL,472,"545,3","526,2","464,5",700,"541,6",B,B
13326,190005614035,Maceió,17,1,3,0,M,1,3,1,0,27220885,Maceió,AL,Maceió,AL,"645,7","637,7","566,3",721,920,"698,14",C,B
13327,190005614045,Maceió,19,1,3,0,F,1,2,1,0,27037223,Maceió,AL,Maceió,AL,"405,8","490,7","508,9","466,8",840,"542,44",A,B
13328,190005614065,Campo Grande,18,1,3,0,M,1,2,1,0,27018962,Girau do Ponciano,AL,Girau do Ponciano,AL,"466,8","469,3","493,2","584,6",320,"466,78",A,A
13329,190005614076,Girau do Ponciano,17,1,3,0,M,1,2,1,1,27220087,Girau do Ponciano,AL,Girau do Ponciano,AL,"473,3","428,6","499,2","437,2",0,"367,66",B,B
13330,190005614087,Canapi,17,2,3,0,F,1,2,1,0,27001237,Canapi,AL,Santana do Ipanema,AL,"390,9","420,7","466,3","443,8",460,"436,34",A,A
13331,190005614100,Maceió,18,1,1,0,F,1,3,1,0,27050289,Maceió,AL,Maceió,AL,"440,3","424,3","431,8",375,760,"486,28",B,B
13332,190005614128,Messias,19,1,3,0,F,1,2,1,0,27030105,Messias,AL,Rio Largo,AL,"441,9","374,3","406,5","510,3",640,"474,6",A,B
13333,190005614130,Penedo,19,1,2,0,F,1,2,2,1,27047830,Penedo,AL,Penedo,AL,"551,9","541,8","530,6","500,6",600,"544,98",B,B
13334,190005614136,Maceió,17,1,1,0,F,1,2,1,0,27036685,Maceió,AL,Maceió,AL,"416,4","426,2","473,2","450,1",420,"437,18",A,B
13335,190005614141,Maceió,19,1,1,0,M,1,2,1,1,27235807,Maceió,AL,Maceió,AL,"427,6","428,5","404,1","522,7",580,"472,58",A,B
13336,190005614157,Maceió,17,1,1,0,F,1,2,1,1,27226620,Maceió,AL,Maceió,AL,"528,5","559,7","535,9","484,4",740,"569,7",B,B
13337,190005614172,Coruripe,19,0,3,0,M,1,2,1,0,27050572,Coruripe,AL,Coruripe,AL,"580,1","617,4",595,"693,8",560,"609,26",D,B
13338,190005614221,Maceió,18,1,3,0,M,1,3,1,1,27230015,Maceió,AL,Maceió,AL,"436,4","544,3","543,7","448,8",340,"462,64",B,B
13339,190005614249,Maceió,18,1,3,0,F,1,2,1,1,27041042,Satuba,AL,Maceió,AL,"460,4","453,9","510,8","544,6",540,"501,94",B,B
13340,190005614285,Maceió,18,1,4,0,F,1,2,1,1,27051650,Maceió,AL,Maceió,AL,"342,4","535,2","458,1","466,8",420,"444,5",A,B
13341,190005614296,Ouro Branco,19,1,3,0,F,1,2,1,1,27005577,Ouro Branco,AL,Santana do Ipanema,AL,"374,8","437,3","497,1","485,8",300,419,B,B
13342,190005614316,Maceió,17,1,3,0,F,1,2,1,0,27037037,Maceió,AL,Maceió,AL,413,"560,8","537,1","416,6",560,"497,5",A,B
13343,190005614328,Olho d'Água das Flores,20,1,3,0,M,1,2,1,0,27011100,Olho d'Água das Flores,AL,Olho d'Água das Flores,AL,"421,6","484,3","538,1","440,5",480,"472,9",B,B
13344,190005614340,Tanque d'Arca,31,2,4,0,F,1,2,1,0,27014029,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"411,7","489,3","429,2","360,3",280,"394,1",A,A
13345,190005614345,Maceió,20,1,3,0,F,1,3,1,1,27342018,Maceió,AL,Maceió,AL,"457,8","474,8","375,4","400,5",320,"405,7",A,A
13346,190005614346,Maceió,18,1,3,0,F,1,2,1,1,27226620,Maceió,AL,Maceió,AL,"353,6","370,5","426,3","603,1",520,"454,7",B,B
13347,190005614355,Penedo,22,0,3,0,F,1,2,1,1,27047830,Penedo,AL,Penedo,AL,"561,6","584,2","606,2","559,8",620,"586,36",A,B
13348,190005614373,Maceió,17,1,2,0,M,1,2,1,0,27036782,Maceió,AL,Maceió,AL,"410,5","544,3","465,1","400,7",220,"408,12",B,B
13349,190005614389,Maceió,17,1,3,0,F,1,2,1,1,27036022,Maceió,AL,Maceió,AL,"355,4","453,5","475,2","410,2",620,"462,86",A,B
13350,190005614422,Maceió,17,1,1,0,M,1,3,1,0,27218180,Maceió,AL,Maceió,AL,500,390,"441,9",533,0,"372,98",B,B
13351,190005614432,Palmeira dos Índios,17,1,1,0,M,1,2,1,0,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"589,7","563,3","554,8","724,9",640,"614,54",B,B
13352,190005614444,Arapiraca,19,2,3,0,F,1,2,1,1,27016420,Arapiraca,AL,Arapiraca,AL,"372,1","361,2","345,5","417,4",460,"391,24",A,A
13353,190005614447,Limoeiro de Anadia,18,1,1,0,M,1,2,1,1,27020274,Limoeiro de Anadia,AL,Campo Alegre,AL,"391,3","431,5","415,6","580,2",600,"483,72",A,B
13354,190005614475,Maceió,19,1,3,0,M,1,2,1,1,27036022,Maceió,AL,Maceió,AL,"393,2","465,1",418,"471,4",540,"457,54",B,B
13355,190005614495,Maceió,18,1,2,0,M,1,2,1,1,27036677,Maceió,AL,Maceió,AL,"456,6",436,"471,6","475,9",560,"480,02",A,B
13356,190005614496,Porto de Pedras,19,1,2,0,F,1,2,1,0,27033384,Porto de Pedras,AL,Porto Calvo,AL,"443,3","382,1","483,4",372,600,"456,16",C,B
13357,190005614498,Pilar,18,1,2,0,F,1,2,1,1,27039960,Pilar,AL,Pilar,AL,"379,7",363,"528,4","387,2",600,"451,66",A,B
13358,190005614533,Craíbas,18,1,3,0,M,1,2,1,0,27018016,Craíbas,AL,Arapiraca,AL,"397,8","403,9",437,"501,2",480,"443,98",B,B
13359,190005614557,Porto Calvo,18,1,0,0,M,1,2,1,1,27031365,Porto Calvo,AL,Porto Calvo,AL,440,"508,1","511,9","643,6",520,"524,72",A,A
13360,190005614564,São Sebastião,20,1,2,0,F,1,2,1,1,27020320,São Sebastião,AL,Arapiraca,AL,"370,7","364,6",374,"429,3",0,"307,72",A,A
13361,190005614606,Atalaia,19,1,3,0,M,1,2,1,1,27026337,Atalaia,AL,Atalaia,AL,"438,5","377,8","357,2","414,4",460,"409,58",A,A
13362,190005614744,Propriá,17,1,1,0,F,1,2,1,1,27046311,Porto Real do Colégio,AL,Propriá,SE,"429,4","381,3","388,9","525,9",0,"345,1",A,B
13363,190005616352,Maceió,17,1,3,0,F,1,3,1,1,27306011,Maceió,AL,Maceió,AL,"406,3","524,3","528,8","499,6",560,"503,8",A,B
13364,190005616371,Maceió,17,1,3,0,F,1,2,1,1,27036448,Maceió,AL,Maceió,AL,"464,3","335,8","408,8","465,1",400,"414,8",A,A
13365,190005616386,Palmeira dos Índios,19,1,1,0,F,1,2,1,0,27014002,Palmeira dos Índios,AL,Igaci,AL,378,"496,8","446,1","419,7",580,"464,12",A,A
13366,190005616387,Maceió,17,1,3,0,M,1,3,1,1,27047970,Maceió,AL,Maceió,AL,"409,5","473,9","506,5",482,420,"458,38",A,B
13367,190005616389,São Sebastião,18,1,3,0,F,1,2,1,1,27047636,Arapiraca,AL,Arapiraca,AL,"443,5","514,3","515,8","563,8",580,"523,48",A,B
13368,190005616398,Murici,17,1,1,0,F,1,2,1,0,27051633,Murici,AL,União dos Palmares,AL,"465,9","421,6","490,3","524,4",660,"512,44",A,B
13369,190005616409,Rio Largo,18,1,3,0,M,1,2,1,1,27040240,Rio Largo,AL,Rio Largo,AL,"391,3","450,9","497,9","469,7",460,"453,96",A,A
13370,190005616412,Flexeiras,18,1,3,0,F,1,2,1,1,27030105,Messias,AL,Maceió,AL,377,"370,8","434,4",430,320,"386,44",A,A
13371,190005616421,Batalha,18,1,3,0,F,1,2,1,1,27226131,Batalha,AL,Batalha,AL,"369,3","420,4","455,9",454,580,"455,92",A,B
13372,190005616423,Jaramataia,17,1,1,0,F,1,2,1,1,27009998,Jaramataia,AL,Batalha,AL,"498,1","514,3","559,8","454,6",0,"405,36",B,B
13373,190005616435,Major Isidoro,20,1,1,0,F,1,2,1,1,27010074,Major Isidoro,AL,Delmiro Gouveia,AL,"412,4","422,9","457,4","439,8",720,"490,5",A,A
13374,190005616448,Canapi,17,1,3,0,M,1,2,1,1,27214427,Santana do Ipanema,AL,Santana do Ipanema,AL,566,"573,7","567,7","674,7",780,"632,42",B,B
13375,190005616478,Traipu,18,1,3,0,F,1,2,1,1,27022200,Traipu,AL,Traipu,AL,"421,8","499,3",485,"454,1",600,"492,04",A,B
13376,190005616481,São Miguel dos Campos,17,1,3,0,M,1,2,1,1,27043690,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"396,1","411,5","348,9","455,7",300,"382,44",A,B
13377,190005616509,Matriz de Camaragibe,19,1,3,0,M,2,2,1,0,27029654,Matriz de Camaragibe,AL,São Luís do Quitunde,AL,"415,1","350,5",463,"391,5",480,"420,02",A,A
13378,190005616510,Major Isidoro,17,1,3,0,M,1,2,1,0,27010503,Major Isidoro,AL,Maceió,AL,"448,2","426,5","503,5","528,9",540,"489,42",A,B
13379,190005616521,Maceió,18,1,1,0,F,1,3,1,0,27047520,Maceió,AL,Maceió,AL,"383,8",525,503,"457,7",520,"477,9",C,B
13380,190005616530,São Miguel dos Campos,17,1,3,0,F,1,2,1,0,27043690,São Miguel dos Campos,AL,São Miguel dos Campos,AL,"353,9","457,3","500,2","495,1",620,"485,3",A,A
13381,190005616550,Arapiraca,18,1,3,0,F,1,2,1,0,27215830,Palmeira dos Índios,AL,Arapiraca,AL,485,"556,2",573,"519,9",600,"546,82",B,B
13382,190005616562,Porto Calvo,18,1,3,0,M,1,2,1,1,27031365,Porto Calvo,AL,Porto Calvo,AL,"405,7","366,1","501,2","493,6",560,"465,32",C,B
13383,190005616568,Senador Rui Palmeira,17,1,1,0,F,1,2,1,0,27008827,Senador Rui Palmeira,AL,São José da Tapera,AL,"452,8","391,3","524,6","542,6",600,"502,26",A,A
13384,190005616579,Jacuípe,16,1,1,0,M,1,2,1,1,27028380,Jacuípe,AL,Porto Calvo,AL,"440,3","529,7","456,4","501,6",640,"513,6",A,A
13385,190005616585,Maceió,18,1,3,0,M,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"541,9","561,7",598,"733,9",660,"619,1",B,B
13386,190005616587,Arapiraca,18,1,2,0,M,1,2,1,0,27016471,Arapiraca,AL,Arapiraca,AL,"374,9","422,9","482,9","381,3",380,"408,4",A,B
13387,190005616593,Ibateguara,17,1,3,0,M,1,2,1,1,27022838,Ibateguara,AL,União dos Palmares,AL,"514,8","544,2","513,8","423,1",600,"519,18",B,B
13388,190005616595,Mata Grande,18,1,3,0,M,1,2,1,0,27002020,Mata Grande,AL,Delmiro Gouveia,AL,"431,9","369,3","376,1","418,3",500,"419,12",A,A
13389,190005616606,Anadia,18,1,1,0,M,1,2,1,0,27041212,Anadia,AL,Boca da Mata,AL,"555,8","436,9",573,"679,2",920,"632,98",A,A
13390,190005616626,Maceió,17,1,3,0,M,1,2,1,1,27037223,Maceió,AL,Maceió,AL,"528,6","372,5","592,3","683,8",860,"607,44",B,B
13391,190005616645,Maceió,17,1,3,0,M,1,2,1,1,27036553,Maceió,AL,Maceió,AL,"342,5",380,"526,8","606,4",560,"483,14",B,B
13392,190005616648,Palmeira dos Índios,18,1,1,0,M,1,2,1,0,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"569,3","547,1","606,6","656,4",580,"591,88",B,B
13393,190005616650,Maceió,18,1,2,0,M,1,2,1,0,27036553,Maceió,AL,Maceió,AL,"485,4","478,6",543,"592,3",640,"547,86",A,B
13394,190005616652,Campo Alegre,20,1,3,0,F,1,2,1,0,27051676,Campo Alegre,AL,Campo Alegre,AL,"393,7","374,9",353,"397,3",440,"391,78",A,A
13395,190005616732,Taquarana,18,1,1,0,M,1,2,1,0,27020819,Taquarana,AL,Arapiraca,AL,"446,1","574,3","522,5","473,8",540,"511,34",A,A
13396,190005616778,Maceió,18,1,3,0,M,1,3,1,1,27215156,Maceió,AL,Maceió,AL,"378,3","356,4",428,529,460,"430,34",B,B
13397,190005616791,Maceió,19,1,1,0,M,1,2,1,1,27037053,Maceió,AL,Maceió,AL,"453,8","472,1","538,5",409,440,"462,68",A,B
13398,190005616816,Viçosa,19,1,3,0,M,1,2,1,0,27050580,Viçosa,AL,Viçosa,AL,"562,6","553,3","557,9",575,700,"589,76",A,B
13399,190005616833,Taquarana,20,1,2,0,F,1,2,1,1,27020819,Taquarana,AL,Arapiraca,AL,"454,5","357,8","461,8","396,3",320,"398,08",B,B
13400,190005616849,Campo Alegre,20,1,2,0,M,1,2,1,0,27041921,Campo Alegre,AL,Campo Alegre,AL,"429,2","439,6","356,7","395,5",500,"424,2",A,B
13401,190005616857,Traipu,20,1,2,0,F,1,2,1,0,27022200,Traipu,AL,Traipu,AL,436,"469,4","444,3","440,7",280,"414,08",A,B
13402,190005616858,Maceió,19,1,3,0,M,1,3,1,1,27225950,Maceió,AL,Maceió,AL,"479,7","464,4","461,1","393,9",320,"423,82",A,B
13403,190005616860,Maceió,18,1,1,0,F,1,2,1,1,27036685,Maceió,AL,Maceió,AL,429,"465,6","500,6","572,4",620,"517,52",A,B
13404,190005616890,Maribondo,17,1,3,0,F,1,2,1,0,27215830,Palmeira dos Índios,AL,Palmeira dos Índios,AL,"532,7","588,7","557,7","575,6",840,"618,94",B,B
13405,190005616897,Maceió,17,1,3,0,M,1,3,2,0,27347010,Maceió,AL,Maceió,AL,"424,3","535,9","496,6","511,7",540,"501,7",B,B
13406,190005616933,Viçosa,17,1,3,0,F,1,2,1,1,27050580,Viçosa,AL,Viçosa,AL,383,"416,7","439,2","449,7",720,"481,72",B,B
13407,190005616942,Maceió,18,0,4,0,F,1,2,1,0,27034852,Maceió,AL,Maceió,AL,"384,1","529,2","507,2","519,5",500,488,A,B
13408,190005616945,Delmiro Gouveia,19,1,3,0,F,1,2,1,0,27003515,Delmiro Gouveia,AL,Delmiro Gouveia,AL,"406,4","437,1","492,4",511,360,"441,38",A,B
13409,190005616976,Santana do Ipanema,16,1,1,0,F,1,3,1,1,27214427,Santana do Ipanema,AL,Santana do Ipanema,AL,"460,6","413,5","491,5","554,1",600,"503,94",B,B
13410,190005616982,Arapiraca,18,1,3,0,F,1,2,1,1,27016412,Arapiraca,AL,Arapiraca,AL,361,"410,1","435,1","402,3",340,"389,7",A,A
13411,190005617614,Porto Real do Colégio,18,1,1,0,F,1,2,1,1,27046311,Porto Real do Colégio,AL,Propriá,SE,"468,7","430,1","463,1",380,440,"436,38",A,A
13412,190005618809,Maceió,17,1,3,0,M,1,3,1,0,27214915,Maceió,AL,Maceió,AL,"398,7","506,8",497,"442,8",640,"497,06",B,B
13413,190005618835,Rio Largo,17,1,3,0,M,1,2,1,0,27040240,Rio Largo,AL,Rio Largo,AL,"429,9","425,4",461,"520,1",540,"475,28",A,B
